name,abv,ibu,descript,brewery_id,category_id
Hellbrook,8,0,This American double red ale is packed with enough hops to balance the full malty body.,1244,3
Holy Moly,7.8,0,,1244,3
Mortal Sin,6.66,0,This I.P.A. is so rich and delicious that you'll need to confess after drinking one! Generously dry-hopped for your olefactory pleasure.,1244,3
Piston Bitter,5,0,A full bodied special bitter brewed with British malt and American hops,1244,1
Rapture,0,0,,1244,-1
Revitalization Rye,6.5,0,This IPA is brewed with 35% rye malt. The crisp malt character is layered with Warrior hops. Dry-hopped with Warrior and Simcoe.,1244,11
Shut The Hell Up,3.3,0,"An American mild ale brewed with Horizon hops. The crisp, bitter finish is helpd up by a balanced malt body.",1244,1
St. Bernardus Witbier,5.5,0,"This traditional Witbier (Wheat beer) has been developed in cooperation with Master Brewer Pierre Celis, the Godfather of Hoegaarden and Celis White. 
This beer as well has a second fermentation in the bottle, giving this beer its specific taste (5.5% alcohol content).",296,5
Petite Orval,3.5,0,,169,5
Chimay DorÃƒÂ©e,4.8,0,"Brewed from very similar ingredients as the Red, but paler and spiced differently. It is intended only to be drunk at the abbey or at the nearby inn Auberge de PoteauprÃƒÂ© which is associated with the abbey. The monks themselves drink this variety rather than the stronger three. The DorÃƒÂ©e is not sold commercially and the rare bottles which make their way out are through unofficial sources. Even the brewery's own web site makes no mention of this variety.",378,5
Achel Blond 5Ã‚Â°,5,0,,280,5
Achel Bruin 5Ã‚Â°,5,0,,280,3
Achel Blond 8Ã‚Â°,8,0,,280,5
Achel Bruin 8Ã‚Â°,8,0,,280,5
Achel Trappist Extra,9.5,0,,280,-1
The Abyss,11,0,"The Abyss has immeasurable depth inviting you to explore and discover its rich, complex profile. Hints of molasses, licorice and other alluring flavors draw you in further and further with each sip. And at 11% alcohol by volume, you will want to slowly savor each and every ounce. 
November 2008 marks the third release of this dark and mysterious imperial stout. Limited availability in wax-dipped 22-ounce bottles and on draft at a few select establishments. 
Ã¢â‚¬Å“The Abyss was one of those beers I didnÃ¢â‚¬â„¢t want to end. I was totally blown away - this is precious stuff.Ã¢â‚¬Â Christian DeBenedetti, beer writer and MenÃ¢â‚¬â„¢s Journal contributor",441,3
Green Lakes Organic Ale,5.2,0,"Discover Deschutes BreweryÃ¢â‚¬â„¢s intriguing amber ale, our Ode to Mother Earth. Experience its mellow malt profile intertwined with subtly surprising hop flavors. Green Lakes Organic Ale is brewed with five types of 100% organic malted barley and balanced with Liberty and Salmon-Safe Sterling hops. Easy to drink. Easy on the Environment. Downright Delicious. Who knew celebrating Mother Earth could taste so good.
After working with Oregon Tilth for nearly six months, Deschutes Brewery received organic certification for its 50 barrel brew house and can now brew tasty organic ales for year-round enjoyment.
Fish need cool clean water. So do you. ThatÃ¢â‚¬â„¢s why we sourced Salmon-Safe certified Sterling hops for our first organic beer. The way these flavorful, rich hops are grown makes sure that streams are shaded and there is not runoff to nearby waterways. That way the rivers stay cool and clean for migrating salmon. Not only is our Green Lakes beer organic, it helps protect our rivers as well.",441,3
Bachelor Bitter,5.4,0,"\The Traditional British Pint\"" lives on at Deschutes Brewery & Public House.  One of the original three packaged beers",441,1
Twilight Ale,5,0,"Stretching the longer summer days into Twilight!  There is something magical about the time of day that falls between light and dark, the high-desert summer day fading into a warm evening with brilliant skies.
Twilight Ale is a lighter, but full flavored ale with a balanced malt profile and a harmonious blend of four hops.  A final dry hopping of bold Amarillos creates the distinctive finishing touch.  Twilight is best enjoyed when chilled and consumed outdoors.",441,3
Brocken Top Bock,6,0,"Broken Top Bock is a malt forward, high gravity lager with a subtle aroma and warming sweetness.  Czech Saaz hops balance a diverse malt composition that creates the flavor, color and mouth feel.  The lager yeast chosen for this beer plays an important role in the flavor contribution, adding sweet fruit overtones.  This bock boasts a clever 7% alcohol by volume so donÃ¢â‚¬â„¢t let it Ã¢â‚¬Å“kickÃ¢â‚¬Â you off of your stool.",441,7
Brugse Zot,6,0,"Brugse Zot is a goldenblond beer with a rich froth and a fruity flavouring. The beer is brewed with four different kinds of malt and two aromatic varieties of hop which give the beer its unique taste.
With an alcochol degrees proof of 6 % Vol it is a well balanced, easy drinking beer with character.
Brugse Zot is a natural beer born out of a selection of only the best ingredients. Thanks to the refermentation in the bottle, the beer has a longer natural life.",430,5
Brugse Zot Double,7,0,"Besides the goldenblond ale, a darker version of the townbeer has been created : Brugse Zot double, with 7,5 % Vol alc. It is brewed with 6 special kinds of malt, which give the beer a rich taste. The worldly renowned Tcheque Saaz hop from Zatec has been chosen to give the beer this unique bitter note. Brugse Zot double is a fill and stronger beer, highly appreciated by the beerlovers.",430,5
Tongerlo Dubbel Bruin,6,0,"DOUBLE BROWN 6Ã‚Â°
Red brown beer with a smooth gentle aroma, a full flavour and a slightly roasted aftertaste.",1273,5
Tongerlo Dubbel  Blond,6,0,"DOUBLE BLONDE 6Ã‚Â°
Copper-coloured beer with a honey aroma, a full and smooth flavour and a gently evolving aftertaste",1273,5
Tongerlo Tripple,8,0,Blond beer with a fruity and hoppy aroma and a balanced flavour with a slightly bitter aftertaste.,1273,5
Tongerlo Christmas,6.5,0,"TONGERLO CHRISTMAS 6,5Ã‚Â°
Copper-coloured beer of pure spring barley, with a touch of vanilla in the aroma, a fruity and complex flavour and a smooth aftertaste.",1273,5
Black Albert,13,0,,433,3
MonkeyBoy Ale,8.2,0,Made for Wedding,353,11
Landshark Lager,4.7,0,,826,8
Middle Ages Apricot Ale,4.5,0,A refreshing and delightful ale with the subtle flavor and aroma of apricots. A wonderful change from the ordinary. This is not a sweet fruit beer.,857,11
Black Heart Stout,6.6,0,"Generous portions of roasted barley, black and chocolate malts which leave \coffee\"" overtones lingering on the palate.""",857,3
Druid Fluid,9.5,0,"An epic barleywine, made in the tradition of British Farmhouse Brewing. Lavished with a velvety blend of six different malts this is a warming beer with a lush mouthfeel. The complexities your discriminating palate will detect are ever changing as this barleywine matures. When young, an assertive hop character predominates and with age the beauty of the big malt balance unfolds.",857,3
Highlander 80/-,5,0,"A Scottish-style brown ale with an attractive dark cherry color; a soft, lightly chewy body and a hint of licorice in its malt character. Rich and dark yet not too strong. 1996 Best Show at the Chicago Real Ale Festival.",857,1
Kilt Tilter,9,0,"A Scottish \90/-\"" ale. Brewed only once a year",857,1
Old Marcus Ale,6.6,0,Typically Yorkshire. A strong Ale in which all English grown hop varieties are used. The grassy earthy character of Kent Goldings hops is the keynote in the aroma and finish. Try with fish and chips or a meat pie.,857,1
Middle Ages Raspberry Ale,4.6,0,A scintillating ale with just the right amount of hops and ripe berry flavor.,857,11
Swallow Wit,4.8,0,A wheat beer brewed in the style of a Belgian wit bier while using British ingredients. Lite and refreshing spiced with coriander and orange peel.,857,5
Syracuse Pale Ale,5,0,A Sparkling golden ale with a complexity of malt and hop flavor brewed in a similar style to a turn of the century Canadian ale.,857,3
Tenth Anniversery Ale,10,0,"Brewed in the style of an American Double IPA in celebration of our 10th anniversary. This beer is golden in color, has medium to full body, intense hop bitterness, flavor and aroma. Ten additions of American hops are made throughout the brewing process.",857,3
The Duke of Winship,6.5,0,A sensual dark brew with the softness of a Scotch ale crafted with the malt make-up of an English Porter.,857,1
Wailing Wench,8,0,"Dark and robust brewed in the style of a American strong ale, full bodied and screaming with hops.",857,-1
Winter Wheat,6.3,0,"Subtle Seasonal spices, in this dark, rich wheat beer are smooth and easy for the discerning palate.",857,11
Wizard's Winter Ale,6.8,0,A hearty british style strong ale with a deep chestnut color. A warming elixir that's magically delicious.,857,11
East Coast lager,0,0,"The East Coast Lager is an easy drinking Ã¢â‚¬Å“goldenÃ¢â‚¬Â lager with a wonderful balance of crisp malt flavors and flowery hop finish. Built specifically with very low bitter aftertaste, the aroma is as clean as the taste.A difficult beer to brew because of the gentlenessÃ¢â‚¬Â¦ this beer is magnificent!",415,8
Circket Hill American Ale,0,0,Our American Ale is a favorite everywhere - an amber ale with a wonderful balance of caramel sweetness and hop flavor. The aroma has a slight note of citrus and rock candy. There is not an imported Ale on the market that tastes this fresh!,415,3
Cricket Hill Hopnotic,0,0,"No mere beverage could satisfy the thirst of the courageous and gallant soldiers who stood guardover the colonies of the British Empire. Their thirst could only be quenched by a full-bodied hearty Ale; an Ale balanced with rich flavorful hops. We are proud to offer our interpretation of this English style India Pale Ale for those who loong for the time when once your duty was complete, the taste of a fine Ale was reward enough for a job well done.",415,3
Spring Fling,6,0,,144,3
Brown Shugga,9.9,0,,765,-1
Gordon,8.7,0,"Gordon is a hybrid version of strong ale, somewhere between an Imperial Red and a Double IPA. We make it with six different malts and three types of hops, then dry-hop it with a mutha lode of Amarillo hops. It is 8.7% alcohol by volume, and has 85 International Bittering Units. 
It features a gooey, resiny aroma and a luscious mouthfeel. Gordon is brewed with dash of chocolate malt in it, to round out its load of hops and balance the beer. The result is an assertive yet exceptionally smooth version of strong beer.
We brew Gordon in tribute to the late Gordon Knight. In addition to opening some of ColoradoÃ¢â‚¬â„¢s first microbreweries, Knight was a Vietnam vet, grade-A citizen, and huge promoter of craft beer. He lost his life in 2002 while fighting a wild fire outside of Lyons, Colorado.
Originally our winter seasonal beer, it has become a cult favorite of extreme-beer lovers, so we now brew occasional batches of Gordon throughout the year. Released in bottles in 2003 and 2004, Gordon is now sold in four packs of hand-labeled cans and on draft in select markets.
--http://www.oskarblues.com/brew/",956,3
